author,date,content
Gracie_Freeman,"Sep 22, 2022, 10:03 am ",>290 Sxkurablossom:  fr to what
_luh_Baddie_bae,"Sep 22, 2022, 10:03 am ",Ye they are fun
_luh_Baddie_bae,"Sep 22, 2022, 10:04 am ",>291 Gracie_Freeman:  Drystol and araysh coming back
Gracie_Freeman,"Sep 22, 2022, 10:04 am ",>292 _luh_Baddie_bae:  who drystol and araysh?they always have been wait how do you know drystol hes rarely on
Gracie_Freeman,"Sep 22, 2022, 10:04 am ",>293 _luh_Baddie_bae:  thank god
Sxkurablossom,"Edited: Sep 22, 2022, 10:05 am ",>291 Gracie_Freeman:  they need to come back I miss them they were fun to talk to even though it was mainly serious talk but still they're cool
kitpup,"Sep 22, 2022, 10:05 am ","okay, I wanna roleplay on my chat if anyone wants to join."
_luh_Baddie_bae,"Sep 22, 2022, 10:05 am ",>294 Gracie_Freeman:  were kinda friends but we barely talk
Gracie_Freeman,"Sep 22, 2022, 10:06 am ",luhbaddie wanna ft on livestorm we can text on there
_luh_Baddie_bae,"Sep 22, 2022, 10:06 am ",>299 Gracie_Freeman:  uh sure
kitpup,"Sep 22, 2022, 10:07 am ",omg we should do a face reveal lol
Gracie_Freeman,"Sep 22, 2022, 10:07 am ",>297 kitpup:  sure i will
_luh_Baddie_bae,"Sep 22, 2022, 10:07 am ",>299 Gracie_Freeman:  But ima get ready first bc im a mess lmao
Gracie_Freeman,"Sep 22, 2022, 10:07 am ",>301 kitpup:  bet ill send a link to all yall ok
_luh_Baddie_bae,"Sep 22, 2022, 10:07 am ",I literally look so ugly rn so brb. I also need to get ready for school LMAOO
kitpup,"Sep 22, 2022, 10:07 am ",ok
kitpup,"Sep 22, 2022, 10:08 am ",im at school lol
Sxkurablossom,"Sep 22, 2022, 10:08 am ",im at school-
Gracie_Freeman,"Sep 22, 2022, 10:08 am ",dang they blocked mine do yalls zoom work
_luh_Baddie_bae,"Sep 22, 2022, 10:09 am ",>309 Gracie_Freeman:  Nope- but what do I put for company?-
Gracie_Freeman,"Sep 22, 2022, 10:09 am ",im at school to but does yalls zoom work
Deamon53,"Sep 22, 2022, 10:09 am ",ive been at school :(
_luh_Baddie_bae,"Sep 22, 2022, 10:09 am ",my school blocks zoom
_luh_Baddie_bae,"Sep 22, 2022, 10:10 am ",>312 Deamon53:  Dang
Gracie_Freeman,"Sep 22, 2022, 10:10 am ",>312 Deamon53:  wanna join my zoom? were doing face reveals
Deamon53,"Sep 22, 2022, 10:10 am ",anything inc. for the company
_luh_Baddie_bae,"Sep 22, 2022, 10:10 am ",Im still at home-
Deamon53,"Sep 22, 2022, 10:10 am ",>315 Gracie_Freeman:  cant rn :(
_luh_Baddie_bae,"Sep 22, 2022, 10:10 am ",>316 Deamon53:  Like what- give me a name lmao
Gracie_Freeman,"Sep 22, 2022, 10:11 am ",>318 Deamon53:  dang
kitpup,"Sep 22, 2022, 10:11 am ",Can we do live storm i mean i have it up
Gracie_Freeman,"Sep 22, 2022, 10:11 am ",kitpup will you join my zoom
_luh_Baddie_bae,"Sep 22, 2022, 10:11 am ",>321 kitpup:  What did u put for the company lol
Sxkurablossom,"Sep 22, 2022, 10:12 am ",what about Lifesize Go?
Gracie_Freeman,"Edited: Sep 22, 2022, 10:13 am ",">323 _luh_Baddie_bae:  i put my school,for zoom atleast"
kitpup,"Sep 22, 2022, 10:13 am ",>322 Gracie_Freeman:  Yeah
Gracie_Freeman,"Sep 22, 2022, 10:14 am ",will you join my zoom
Deamon53,"Sep 22, 2022, 10:15 am ",">319 _luh_Baddie_bae:  any company, honda, burgerking"
Sxkurablossom,"Sep 22, 2022, 10:15 am ","look what my teacher wants me to do TvT ""Freedom"" Week-Break-Up Letter Vanializ Agramonte • 9:44 AM Copy the below information onto page #28 of your notebook. The top part is the instructions, the bottom part is a table we're going to make. Instructions: You are going to write a letter to an imaginary boy/girlfriend and break up with them. 1-Start your letter by explaining what is about to happen. (1 or 2 sentences) 2-Explain how you thought the relationship was going to be or tell how you think it should be (2 sentences) 3-Describe specific things you found wrong with the relationship or situation (3 things) 4-Describe how you tried to change the relationship or situation. (2 things) 5-Explain your final feelings and your final decision (1 or 2 sentences) Table pieces (4x6 chart): Your Letter Part Titles Description"
kitpup,"Sep 22, 2022, 10:15 am ",lol yes grace i will join
Gracie_Freeman,"Sep 22, 2022, 10:16 am ",>330 kitpup:  ok ill send the link
kitpup,"Sep 22, 2022, 10:16 am ",okay i'll wait
Gracie_Freeman,"Sep 22, 2022, 10:17 am ",https://zoom.us/j/93731330097?pwd=dDl1RXhiWlZ3QWw2U2ZxcW5YVG9zZz09
kitpup,"Sep 22, 2022, 10:18 am ",zoom says its blocked can u use live storm that works for me.
farun,"Sep 22, 2022, 10:19 am ",I just saw a video of a heroin overdose in health its so sad :(
Gracie_Freeman,"Sep 22, 2022, 10:19 am ",>334 kitpup:  dang i cant
Gracie_Freeman,"Sep 22, 2022, 10:19 am ",>335 farun:  lmaooo
kitpup,"Sep 22, 2022, 10:20 am ",i will make it then
Gracie_Freeman,"Sep 22, 2022, 10:21 am ",ok bc mine livestorm is blocked
farun,"Sep 22, 2022, 10:21 am ",are yall doing a zoom?
kitpup,"Sep 22, 2022, 10:21 am ",one sec
Sxkurablossom,"Sep 22, 2022, 10:23 am ",>340 farun:  yea
Sxkurablossom,"Sep 22, 2022, 10:23 am ",https://zoom.us/j/93731330097?pwd=dDl1RXhiWlZ3QWw2U2ZxcW5YVG9zZz09 here
farun,"Sep 22, 2022, 10:23 am ",>342 Sxkurablossom:  I might be able to talk if you want me to join
Sxkurablossom,"Sep 22, 2022, 10:24 am ",they r in a fire drill rn though but im here :>
kitpup,"Sep 22, 2022, 10:24 am ",https://call.taskade.com/NuclearCreaturesStartDownstairs
Sxkurablossom,"Sep 22, 2022, 10:24 am ",>344 farun:  yusssss
Sxkurablossom,"Sep 22, 2022, 10:25 am ",>346 kitpup:  blocked
kitpup,"Sep 22, 2022, 10:25 am ",kk
kitpup,"Sep 22, 2022, 10:31 am ",do you guys have a phone with you? I can call you
Gracie_Freeman,"Sep 22, 2022, 10:33 am ",no
kitpup,"Sep 22, 2022, 10:33 am ",can we facetime somehow without zoom cause thats the only thing i really dont have.
kitpup,"Sep 22, 2022, 10:41 am ",can you guys try to use this?  https://meet.google.com/
Sxkurablossom,"Sep 22, 2022, 10:42 am ",>350 kitpup:  im grounded TvT sorry
Sxkurablossom,"Sep 22, 2022, 10:42 am ",>353 kitpup:  blocked
kitpup,"Sep 22, 2022, 10:42 am ",lol
kitpup,"Sep 22, 2022, 10:43 am ",role play?
kitpup,"Sep 22, 2022, 10:43 am ",on mine?
Gracie_Freeman,"Sep 22, 2022, 10:57 am ",kitpup make a google meet ill see if i can connect
Sxkurablossom,"Sep 22, 2022, 10:58 am ",>359 Gracie_Freeman:  sorry I left TvT I almost got caught by my teacher
Gracie_Freeman,"Sep 22, 2022, 10:59 am ",>360 Sxkurablossom:  its ok
farun,"Sep 22, 2022, 10:59 am ",sorry for leaving I had to cook meatballs
kitpup,"Sep 22, 2022, 11:00 am ",oop
kitpup,"Sep 22, 2022, 11:01 am ",farun do you have a phone
farun,"Sep 22, 2022, 11:01 am ",We cant even eat them until next week :(
kitpup,"Sep 22, 2022, 11:02 am ",lol does taskade work for any of you guys.
farun,"Sep 22, 2022, 11:02 am ",>364 kitpup:  kinda. I can call people and use most phone apps on my personal chromebook
kitpup,"Sep 22, 2022, 11:04 am ",Can u join this?  https://call.taskade.com/NuclearCreaturesStartDownstairs
farun,"Sep 22, 2022, 11:05 am ",>368 kitpup:  not rn cause i'm in school and its blocked but when i'm on my laptop at home I can
kitpup,"Sep 22, 2022, 11:05 am ",what time will that be?
farun,"Sep 22, 2022, 11:06 am ",>370 kitpup:  around 4:00 but idk your timezone so could you tell me your state?
kitpup,"Sep 22, 2022, 11:07 am ",Usa u?
farun,"Sep 22, 2022, 11:09 am ",>372 kitpup:  I just looked at your bio. we are in the same timezone
farun,"Sep 22, 2022, 11:09 am ",I get home at like 4:20 or 4:30
kitpup,"Sep 22, 2022, 11:09 am ",ok but i will be busy after school.
farun,"Sep 22, 2022, 11:10 am ",>375 kitpup:  if you want to talk after school I can wait
kitpup,"Sep 22, 2022, 11:11 am ",idk maybe i can.
kitpup,"Sep 22, 2022, 11:11 am ",cheer pratice today
farun,"Sep 22, 2022, 11:12 am ",>378 kitpup:  its up to you if you wanna talk. idk what you even want to talk abt
farun,"Sep 22, 2022, 11:13 am ",just message me if you want to👍
kitpup,"Sep 22, 2022, 11:14 am ",ok i will
kitpup,"Sep 22, 2022, 11:14 am ",ttyl gonna eat lunch
farun,"Sep 22, 2022, 11:15 am ",>382 kitpup:  alr
kitpup,"Sep 22, 2022, 11:30 am ",I'm back with my food because and when I was getting it my crush passed me and keep her eyes down while staring at me when she thought I wasn't looking. go up and see the drama if you don't understand.
_luh_Baddie_bae,"Sep 22, 2022, 11:30 am ",>368 kitpup:  blocked
kitpup,"Sep 22, 2022, 11:31 am ",what?
kitpup,"Sep 22, 2022, 11:35 am ",what do you mean? I am scared my crush wants to kill me down.
_luh_Baddie_bae,"Sep 22, 2022, 11:39 am ",>387 kitpup:  i was talking abt a website lmao
kitpup,"Sep 22, 2022, 11:40 am ",oh ok!
_luh_Baddie_bae,"Edited: Sep 22, 2022, 11:49 am ",>387 kitpup:  bro 5 people have crushes on me and I dont like any of them-
kitpup,"Sep 22, 2022, 11:44 am ",same! I'm not dating anyone rn tho.
_luh_Baddie_bae,"Sep 22, 2022, 11:48 am ",oh mk lmao
kitpup,"Sep 22, 2022, 11:49 am ",-_-
_luh_Baddie_bae,"Sep 22, 2022, 11:49 am ",>392 _luh_Baddie_bae:  youll find someone
kitpup,"Sep 22, 2022, 11:52 am ",maybe
shy_emo_kid3,"Sep 22, 2022, 11:53 am ",This user has been removed as spam.
kitpup,"Sep 22, 2022, 11:55 am ",yay
_luh_Baddie_bae,"Sep 22, 2022, 11:59 am ",>396 shy_emo_kid3:  yay :3
_luh_Baddie_bae,"Sep 22, 2022, 11:59 am ",>395 kitpup:  YOU WILL
Gracie_Freeman,"Sep 22, 2022, 12:01 pm ",kit pup
Gracie_Freeman,"Sep 22, 2022, 12:02 pm ",">396 shy_emo_kid3:  hi new kid idk im gracie,ive been on this gc a while"
kitpup,"Sep 22, 2022, 12:04 pm ",>401 Gracie_Freeman:  whats up?
Gracie_Freeman,"Edited: Sep 22, 2022, 12:07 pm ",>402 kitpup:  can you add me on taskade? https://www.taskade.com/u/1073810/recommend
kitpup,"Sep 22, 2022, 12:09 pm ",whats your username?
ksumnole4,"Sep 22, 2022, 12:10 pm ",This user has been removed as spam.
Gracie_Freeman,"Sep 22, 2022, 12:12 pm ",>404 kitpup:  1073810 i think
farun,"Sep 22, 2022, 12:13 pm ",my friend and I slapped each others hand till we bled at lunch. we are so stupid💀
coolman098,"Sep 22, 2022, 12:14 pm ",This user has been removed as spam.
kitpup,"Sep 22, 2022, 12:15 pm ",done your added
Gracie_Freeman,"Sep 22, 2022, 12:15 pm ",thx
kitpup,"Sep 22, 2022, 12:18 pm ",np
elonmusklover3,"Sep 22, 2022, 12:36 pm ",This user has been removed as spam.
elonmusklover3,"Sep 22, 2022, 12:36 pm ",This user has been removed as spam.
Gracie_Freeman,"Sep 22, 2022, 12:59 pm ",im sad
farun,"Sep 22, 2022, 1:02 pm ",>414 Gracie_Freeman:  why. is something wrong?
_luh_Baddie_bae,"Sep 22, 2022, 1:02 pm ",Y
_luh_Baddie_bae,"Sep 22, 2022, 1:02 pm ",oop-
_luh_Baddie_bae,"Sep 22, 2022, 1:02 pm ",>415 farun:  U GOT THIS FUTURE THERAPIST HEHE
farun,"Sep 22, 2022, 1:04 pm ",>418 _luh_Baddie_bae:  lol thanks
_luh_Baddie_bae,"Sep 22, 2022, 1:05 pm ",>419 farun:  YW :3
farun,"Sep 22, 2022, 1:06 pm ",>414 Gracie_Freeman:  hey if you want to talk to someone or just get something off your chest I am here for you
Gracie_Freeman,"Sep 22, 2022, 1:21 pm ","my bsf died and someone made a joke about him,and nobody likes me"
_luh_Baddie_bae,"Sep 22, 2022, 1:25 pm ",>422 Gracie_Freeman:  Dang-
_luh_Baddie_bae,"Sep 22, 2022, 1:26 pm ",>422 Gracie_Freeman:  Thats just foul
Sxkurablossom,"Sep 22, 2022, 1:27 pm ",>422 Gracie_Freeman:  are you okay and I like you
Gracie_Freeman,"Sep 22, 2022, 1:29 pm ",">425 Sxkurablossom:  ill be fine and i dont mean ""like"" like that"
Sxkurablossom,"Sep 22, 2022, 1:31 pm ",>426 Gracie_Freeman:  oh -///- sorry
_luh_Baddie_bae,"Sep 22, 2022, 1:32 pm ",>426 Gracie_Freeman:  I like you as a friend :3
Gracie_Freeman,"Sep 22, 2022, 1:34 pm ",its ok and thx baddie
_luh_Baddie_bae,"Sep 22, 2022, 1:52 pm ",>429 Gracie_Freeman:  np :)
farun,"Edited: Sep 22, 2022, 2:06 pm ",>422 Gracie_Freeman:  I'm very sorry to hear that. people who make fun of things like that are a waste of air. i'm sure you will find someone that likes you. it takes time just be yourself and someone will appreciate you for who you really are
Gracie_Freeman,"Sep 22, 2022, 2:06 pm ",thx farun
farun,"Sep 22, 2022, 2:06 pm ",>431 farun:  np. I feel like the only thing that makes me happy anymore is to help people
Gracie_Freeman,"Sep 22, 2022, 2:14 pm ",oh and your gf
_luh_Baddie_bae,"Sep 22, 2022, 2:25 pm ",im so bored lmao
farun,"Sep 22, 2022, 2:27 pm ",>434 Gracie_Freeman:  yeah her too but I just wish I could see her in person again
Gracie_Freeman,"Sep 22, 2022, 2:40 pm ",yea
kitpup,"Sep 22, 2022, 3:00 pm ",lol
_luh_Baddie_bae,"Sep 22, 2022, 3:57 pm ",Heyyyy guys
Gracie_Freeman,"Sep 22, 2022, 4:42 pm ",hey
_luh_Baddie_bae,"Edited: Sep 22, 2022, 5:13 pm ",This message has been deleted by its author.
_luh_Baddie_bae,"Sep 22, 2022, 7:11 pm ",>436 farun:  U ok farun?
kitpup,"Sep 23, 2022, 8:00 am ",Morning
Sxkurablossom,"Sep 23, 2022, 8:01 am ",morning kitpup...
kitpup,"Sep 23, 2022, 8:02 am ",Whats wrong?
Sxkurablossom,"Sep 23, 2022, 8:02 am ",I feel like an alive zombie rn T^T
kitpup,"Sep 23, 2022, 8:02 am ",Sameeeeeee
Sxkurablossom,"Edited: Sep 23, 2022, 8:06 am ",lmao
kitpup,"Sep 23, 2022, 8:04 am ",what happened?
Sxkurablossom,"Edited: Sep 23, 2022, 8:16 am ",This message has been deleted by its author.
kitpup,"Sep 23, 2022, 8:07 am ",Omg
Sxkurablossom,"Sep 23, 2022, 8:10 am ",so yeah...
Sxkurablossom,"Sep 23, 2022, 8:16 am ",are you there T-T
kitpup,"Sep 23, 2022, 8:17 am ",yeah just got breakfast from my school
Sxkurablossom,"Sep 23, 2022, 8:18 am ",oh lol I thought I made you uncomfortable or smth and felt bad-
kitpup,"Sep 23, 2022, 8:19 am ",No no im fine.
kitpup,"Sep 23, 2022, 8:19 am ",I'm kinda waiting fo gracie
Sxkurablossom,"Sep 23, 2022, 8:20 am ",oh mkk
Sxkurablossom,"Sep 23, 2022, 8:20 am ",you guys go to the same school or smth?
kitpup,"Sep 23, 2022, 8:22 am ",No im waiting for her to message me back shes not that far from me shes in texas im in indiana
farun,"Sep 23, 2022, 8:23 am ",I took the meds again. I should not have done it I can barely move its scary.im going to try and wake myself up so I can move at least to get to school
kitpup,"Sep 23, 2022, 8:24 am ",Omg- please be safe i don't want you to hurt yourself anymore.
Sxkurablossom,"Sep 23, 2022, 8:24 am ",>461 farun:  Farun!!! YOU PROMISED ME YOU WOULD TALK TO THEM ABOUT IT  YOU SAID IT... It could even kill you...if you took it one more time... you promised
Sxkurablossom,"Sep 23, 2022, 8:25 am ",how bad is it this time...
Sxkurablossom,"Sep 23, 2022, 8:25 am ",will you be okay...
kitpup,"Sep 23, 2022, 8:26 am ",*sigh* I am like Farun. I still hate myself and take bad meds and cut lines. But the one thing i won't do is kill myself because i have people who care. So listen to the person who cares about you.
Sxkurablossom,"Sep 23, 2022, 8:28 am ",>466 kitpup:  after what happened yesterday and today I think I might lose it... im glad your okay too though and please dont hurt yourself either I care about both of you...
kitpup,"Sep 23, 2022, 8:29 am ","Ty, but i have had my heart broken 7 times so at this point whats the meaning of life if no one loves me? I have family I know. I just what someone to love."
Sxkurablossom,"Sep 23, 2022, 8:29 am ",>461 farun:  talk to grandma and grandpa please do you think your mom can do anything to help
farun,"Sep 23, 2022, 8:31 am ",>469 Sxkurablossom:  no I can do it myself. I am sorry for doing it again I just got really bad again yesterday and had nobody to really talk to
Sxkurablossom,"Sep 23, 2022, 8:34 am ",>468 kitpup:  I love you not in a relationship way but you are my friend  I care about you and I know other people do too you are a really good person but you need someone to help I once did something similar and it felt like your begging for help in a raging river drowning and it may feel like no one even hears you but I will always be hear to talk and listen and if anyone else sees this it goes to them too... I care about each and everyone of you guys more than you might think...really I do... so please talk I will always be here...
Sxkurablossom,"Sep 23, 2022, 8:34 am ",>470 farun:  farun please talk to me then...
kitpup,"Sep 23, 2022, 8:39 am ",I know the feeling but if I have someone to love then I feel like I'm not alone even if I have you guys.
Sxkurablossom,"Sep 23, 2022, 8:39 am ",Im here and I will alway be there for you or anyone who needs someone I will be there I promise
kitpup,"Sep 23, 2022, 8:40 am ",Ty bestie.
kitpup,"Sep 23, 2022, 8:40 am ",I love you as a friend to.
Sxkurablossom,"Sep 23, 2022, 8:42 am ",of course :) its what friends do so please if you ever need anything  I can keep secrets and I will feel your pain with you I will cry with you I will laugh with you and most importantly I will always be there for you
Sxkurablossom,"Sep 23, 2022, 8:42 am ",>476 kitpup:  :)
kitpup,"Sep 23, 2022, 8:42 am ",>478 Sxkurablossom:  :3
farun,"Sep 23, 2022, 8:55 am ",I only took the meds because they are supposed to help me but they still had the same effect as last time
farun,"Sep 23, 2022, 8:55 am ",Every time I try and take them I become drugged I hate it
kitpup,"Sep 23, 2022, 8:58 am ",Try to ask for different ones.
farun,"Sep 23, 2022, 9:27 am ",update: I'm alright now I had to force myself to get up and move
kitpup,"Sep 23, 2022, 9:29 am ",good!
kitpup,"Sep 23, 2022, 9:29 am ",do yah know when Gracie gets on here?
farun,"Sep 23, 2022, 9:31 am ",>485 kitpup:  no idea-
kitpup,"Sep 23, 2022, 9:31 am ",aww i really wanted to know.
farun,"Sep 23, 2022, 9:33 am ",>487 kitpup:  is sxkurablossom mad at me by the way?
farun,"Sep 23, 2022, 9:33 am ",I was trying to help myself not hurt myself and I want her to know that
Gracie_Freeman,"Sep 23, 2022, 9:34 am ",>466 kitpup:  i would i have nothing to live for i cut take pills and a lot of other stuff
kitpup,"Sep 23, 2022, 9:40 am ",I do to but please nooooooo.
Gracie_Freeman,"Sep 23, 2022, 9:44 am ",:)
kitpup,"Sep 23, 2022, 1:58 pm ",>492 Gracie_Freeman:   https://us05web.zoom.us/j/81252512247?pwd=eTNTNzRSYzhGVmtSTXU5OWFZaHRoQT09
nessy7869,"Sep 23, 2022, 2:53 pm ",Hi I'm new!
kitpup,"Sep 23, 2022, 2:53 pm ",Hi
nessy7869,"Sep 23, 2022, 2:54 pm ",Hi Jane!! :) I joined for once in my life!
kitpup,"Sep 23, 2022, 2:54 pm ",hahaha
nessy7869,"Sep 23, 2022, 2:56 pm ",:P
kitpup,"Sep 23, 2022, 2:56 pm ",:3
nessy7869,"Sep 23, 2022, 3:00 pm ",:3
nessy7869,"Edited: Sep 23, 2022, 3:01 pm ",Me
kitpup,"Sep 23, 2022, 3:01 pm ",lol
_luh_Baddie_Bae143,"Sep 24, 2022, 10:45 am ",Hewo
Deamon53,"Sep 24, 2022, 11:48 am ",Yoo
_luh_Baddie_Bae143,"Sep 24, 2022, 12:06 pm ",Hi
Deamon53,"Sep 24, 2022, 2:37 pm ",Wat y'all doin
_luh_Baddie_Bae143,"Sep 25, 2022, 10:39 am ",I get to go to a Melanie Martinez concert with my friend and we have backstage passes Im so excited :)
kitpup,"Sep 26, 2022, 8:38 am ",jealous
Gracie_Freeman,"Sep 26, 2022, 9:44 am ",>494 nessy7869:  hey new kid
Gracie_Freeman,"Sep 26, 2022, 9:45 am ",kit and new kid know eachother
Yasumebe,"Sep 26, 2022, 1:21 pm ",I know kitpup too i'm a friend
coooool3,"Sep 27, 2022, 9:44 am ",This user has been removed as spam.
kitpup,"Sep 27, 2022, 1:56 pm ",haha i added my friends
farun,"Oct 1, 2022, 7:04 pm ",Hey everyone I have been going through a rough few days because of hurricane Ian and am considering quitting librarything. The only thing that I used this site for is to talk to friends in school and it’s blocked now. I need to better myself and being online all the time is not helping I will still keep my account but will probably not be active much.
_luh_Baddie_Bae143,"Oct 1, 2022, 8:45 pm ",>514 farun:  noooooo :(
_luh_Baddie_Bae143,"Oct 1, 2022, 8:46 pm ",>508 kitpup:  lmaoooo
_luh_Baddie_Bae143,"Oct 1, 2022, 8:47 pm ",>508 kitpup:  she was so nice I love herrrr ❤️❤️❤️❤️😍😍😍😍 We had so much fun I got to sing a song with her backstage 😭😭❤️❤️
kitpup,"Oct 3, 2022, 9:26 am ",awww bye!!!!!!!!!!!
Gracie_Freeman,"Nov 14, 2022, 3:48 pm ",hey everyone
Devil_Siren,"Feb 10, 2023, 9:13 pm ",Hi new here anyone still active on here?
kitpup,"Feb 28, 2023, 11:11 am ",hello i am back
Gracie_Freeman,"Mar 8, 2023, 10:25 am ",hiiiiii
kitpup,"Mar 14, 2023, 10:17 am ",>522 Gracie_Freeman:  hii
Araysh,"Mar 14, 2023, 1:34 pm ",GRACIE!
Araysh,"Mar 15, 2023, 4:06 pm ",I found myself having a crush on aaravos from The Dragon Prince...
kitpup,"Mar 16, 2023, 1:47 pm ",lol
Araysh,"Edited: Mar 16, 2023, 2:55 pm ",Ever watch it? I put a fanart picture of him in my gallary
Araysh,"Mar 16, 2023, 2:55 pm ",But his voice. MMMMMMM...
kitpup,"Mar 17, 2023, 9:51 am ",Yasss
Araysh,"Mar 17, 2023, 1:38 pm ",I haven't finished the show yet tho. Still working on it
1hope,"Mar 29, 2023, 3:49 am ","hello hello, btw what timezones u guys in"
Araysh,"Mar 29, 2023, 2:17 pm ",I'm in Central Daylight time so it's 1:16 pm where I live.
Araysh,"Apr 6, 2023, 9:12 am ",I'm making a new role play chat
kitpup,"Apr 14, 2023, 10:10 am ",;p
Araysh,"Apr 20, 2023, 1:06 pm ",Hey😋
Gracie_Freeman,"Apr 25, 2023, 11:46 am ",>535 Araysh:  ARAYSHHHHHH
Gracie_Freeman,"Apr 25, 2023, 11:47 am ",>533 Araysh:  add me
Gracie_Freeman,"Apr 25, 2023, 11:47 am ",>524 Araysh:  :PPPP
Araysh,"Apr 25, 2023, 11:54 am ",OK
Araysh,"Apr 25, 2023, 11:55 am ",you are already added. Lol
Gracie_Freeman,"Apr 25, 2023, 12:05 pm ",>540 Araysh:  arayshhhh i missed you
Araysh,"Apr 25, 2023, 12:12 pm ",I missed you toooooooo😋
Gracie_Freeman,"Apr 25, 2023, 12:15 pm ",>542 Araysh:  i hope everything ok with you now
Araysh,"Apr 25, 2023, 12:18 pm ",I'm doing really better now. Just took a few bridges to burn before I got there...
Gracie_Freeman,"Apr 25, 2023, 12:21 pm ",>544 Araysh:  understandable
Araysh,"Apr 25, 2023, 3:11 pm ","Hey, like i said, I was dead on the spot XD"
Gracie_Freeman,"Apr 25, 2023, 3:12 pm ",>546 Araysh:  my pm are full lmaooo its says to send later
Araysh,"Apr 25, 2023, 3:13 pm ","I know, me to"
Araysh,"Apr 25, 2023, 3:15 pm ","...I'm just sitting next to two of my friends, Nevaeh and Tristan. I'm on my chromebook writing a quote on canva when Nevaeh pulls a bottle out my jacket pocket. Tristan thought she was pulling my pants off or something, don't know how... But she says ""Nah, that's for when we are in my room"" I died..... We have that relationship where we'll make out or something and act like nothing happened the next day"
Araysh,"Apr 25, 2023, 3:16 pm ",We've never done that but we straight up flirt with eachother just for the reactions lol
Gracie_Freeman,"Apr 25, 2023, 3:17 pm ",>549 Araysh:  ohhh be like lol but that me and my ex even though were broken up
Araysh,"Apr 25, 2023, 3:18 pm ","So, anything ~intresting~ happen while i was gone?"
Araysh,"Apr 25, 2023, 3:21 pm ",😉
Araysh,"Apr 25, 2023, 3:22 pm ",nothing? lol
Gracie_Freeman,"Apr 25, 2023, 3:22 pm ",>553 Araysh:  nope ive been to the baddest school in texas and got kicked out of it bc I got in a fight and almost put the guy in a come he was unconscious for 5 minute
Araysh,"Apr 25, 2023, 3:24 pm ",DAM!
Araysh,"Apr 25, 2023, 3:24 pm ",what he did?
Gracie_Freeman,"Apr 25, 2023, 3:24 pm ",>557 Araysh:  talk about my family
Araysh,"Apr 25, 2023, 3:26 pm ",Should've hit him harder
Gracie_Freeman,"Apr 25, 2023, 3:29 pm ",>559 Araysh:  the dang teach was trying to hold me back but I hit him hard enough to know I'm a no bs taker
Araysh,"Apr 25, 2023, 3:31 pm ","Good job,⭐"
Gracie_Freeman,"Apr 25, 2023, 3:32 pm ",>561 Araysh:  thank you UwU
Gracie_Freeman,"Apr 25, 2023, 3:32 pm ",Omfg this boy got some pretty eyes
Araysh,"Apr 25, 2023, 3:33 pm ",Who? TELL MEH
Gracie_Freeman,"Apr 25, 2023, 3:37 pm ",>564 Araysh:  Nathan Nameth his eyes ar like hazel and baby green and there's like gold fleck in them
Araysh,"Apr 25, 2023, 3:38 pm ",Ohhhhh...damn.
Araysh,"Apr 25, 2023, 3:38 pm ",that's nice
Araysh,"Apr 25, 2023, 3:41 pm ",he the same guy who was flirting with you earlier?
Gracie_Freeman,"Apr 25, 2023, 3:44 pm ",>568 Araysh:  yepppp
Araysh,"Apr 25, 2023, 3:46 pm ",nice
Araysh,"Apr 25, 2023, 3:47 pm ",I was in a mood yesterday -if you know what I mean- and it was kilzing me... I was so miserable
Araysh,"Apr 25, 2023, 3:50 pm ","lol, but went away thankfully at the end of school"
Araysh,"Apr 25, 2023, 3:54 pm ","well, bye"
Gracie_Freeman,"Apr 25, 2023, 4:03 pm ",lmaaoooo itll be ok
Gracie_Freeman,"Apr 26, 2023, 9:11 am ",gmmmm
Araysh,"Apr 26, 2023, 1:10 pm ",Morning...Well afternoon... hehe
Araysh,"Apr 26, 2023, 1:11 pm ",sorry. I had to take the last test. IM FREEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE! no more testing for meeeeeee:P
Gracie_Freeman,"Apr 26, 2023, 1:25 pm ",rippppp
Araysh,"Apr 26, 2023, 1:31 pm ","lol, what you doing?"
Gracie_Freeman,"Apr 26, 2023, 1:41 pm ",>579 Araysh:  roasting this mf hard
Araysh,"Apr 26, 2023, 2:03 pm ",who?
Gracie_Freeman,"Apr 26, 2023, 3:09 pm ",>581 Araysh:  logan hollowell
Araysh,"Apr 26, 2023, 3:28 pm ",lol
Gracie_Freeman,"Apr 27, 2023, 9:42 am ",hiii
Araysh,"May 8, 2023, 1:16 pm ",I'm so sorryyyyyyyyy
Araysh,"May 8, 2023, 1:16 pm ",hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
SilverBishop,"May 10, 2023, 2:18 pm ",Hm? Odd.... what have I brought myself into???
AClown,"May 17, 2023, 8:57 am ",Hello!!
Araysh,"May 17, 2023, 9:00 am ",Hi
AClown,"May 17, 2023, 9:08 am ",Are most people here just people in school or...?
SilverBishop,"May 17, 2023, 9:09 am ",Yeah just about...
SilverBishop,"May 17, 2023, 9:09 am ",My dumb ass is a private school sophomore TwT
SilverBishop,"May 17, 2023, 9:09 am ",Plus i'm just reallly bored
SilverBishop,"May 17, 2023, 9:11 am ",Care for a introduction?
Araysh,"May 17, 2023, 9:11 am ",lol
